Date_Post,Job_Title,Company_Name,Image_Link,Job_Link,Location,Job_Type,Work_Type,Experience_Level,Skills,Job_Description,Job_Requirement
10 days ago,Executive Chef - Cafes,Confidential -,,https://wuzzuf.net/jobs/p/pvKdAB2AfHHy-Executive-Chef---Cafes-Giza-Egypt,"Haram, Giza, Egypt ",Full Time,On-site,'3 - 20,"['Food Services', 'Food', 'Hospitality', 'chef', 'Hotel, Restaurant, Cafe', 'cafe']","Responsibilities and Duties 
 Duties 
 1. Fully responsible for all food recipes served in the café. 
 2. Prepare, clean, and chop all vegetables as needed. 
 3. Ensure all required ingredients are dated and labeled. 
 4. Maintain general cleanliness of the kitchen, refrigerators, prep area, utensils, prep room, and cold room, if applicable. 
 5. Fully responsible for organizing their needs and maintaining sufficient raw materials for their kitchen needs. 
 6. Fully responsible for preparing and preparing the recipe, ingredients, and garnish according to standards. 
 7. Heat sandwiches if required. 
 8. Prepare all side dishes, salads, and sauces. 
 9. Fully responsible for item expiration dates, temperature, expiration dates, cleanliness, etc. 
 10. Maintain food costing according to standards. 
 11. Fully responsible for daily, weekly, and monthly inventory of kitchen equipment.",No list items found in the requirements section.
10 days ago,Organizational Development Specialist,Xeed Corp -,,https://wuzzuf.net/jobs/p/UJinjv9BG2lD-Organizational-Development-Specialist-Xeed-Corp-Giza-Egypt,"Sheikh Zayed, Giza, Egypt ",Full Time,On-site,'2 - 4,"['Organizational Development', 'Human Resources']","Collect attendance and training feedback of all internal and external trainings delivered; consolidate and report results (training) 
 Assist in implementation of on-job training programs for stores staff to increase the performance efficiency. (training) 
 Assist in reviewers and reviewees in performance appraisal process to ensure completion on time and according 
 Assist in all engagement and communication activities carried out in line with department business plan and targets 
 Collect assessment results and share feedback with candidates in timely manner to ensure pool of talent is effectively managed 
 Create/update company organization structures and demographics report to share with colleagues periodically 
 Consolidate reports collected from branches and submit to department manager in timely manner (reporting) 
 Ensure implementation of all department related policies","Organizational Development, Training, and Change Management skills 
 Experience in implementing organizational development strategies 
 Strong interpersonal and communication skills 
 Ability to work effectively in a team environment 
 Analytical and problem-solving skills 
 Experience in the food processing or agricultural industry is a plus 
 Bachelor's degree in Human Resources, Organizational Development, or related field"
10 days ago,Operations Quality Specialist,Smart GYM -,,https://wuzzuf.net/jobs/p/VWeFmaqZGXmR-Operations-Quality-Specialist-Smart-GYM-Cairo-Egypt,"Cairo, Egypt ",Full Time,On-site,'2+,"['Administration', 'Communication', 'Detail Oriented', 'Operations Management', 'Quality Auditing', 'Quality Management', 'Multi-Tasking', 'Time Management', 'Customer Care', 'Quality Control', 'Quality Assurance', 'Analytical Skills', 'Operations', 'quality']","Job Summary: 
 We are looking for a detail-oriented and proactive Operations Specialist to support the day-to-day activities across all branches. This role plays a key part in ensuring operational consistency, auditing branch performance, and reporting key findings to management. 
 Key Responsibilities: 
 - Conduct regular operational audits across all branches to assess compliance with internal policies, procedures, and regulatory requirements. 
 - Prepare detailed reports outlining findings, observations, and recommendations for improvement, and share them with the operations and management teams. 
 - Monitor and evaluate branch adherence to company standards, operational protocols, and customer service guidelines. 
 - Follow up on the implementation of corrective actions and ensure all issues are addressed in a timely manner. 
 - Assist in developing and updating operational procedures to improve efficiency and performance. 
 - Coordinate with branch managers to ensure smooth workflow and alignment with company objectives. 
 - Support the rollout of new operational initiatives or process changes across branches. 
 - Participate in training sessions to ensure branch staff are well-informed about company policies and best practices.",No list items found in the requirements section.
10 days ago,Data Entry / Cost Control,TradeLink -,,https://wuzzuf.net/jobs/p/UURl6CLiwY3Q-Data-Entry-Cost-Control-TradeLink-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'0 - 3,"['Data Entry', 'Document Control', 'Cost Control']","Scope: 
 Track Project data from site engineers 
 Follow expense reciepts for the company employees 
 Follow salary expenses, bonus, attendance and transportation 
 Follow project finances 
 Create excel reports in great format","Excellent use of excel is necessary 
 Excellent use of all other microsoft office programs 
 Communication skills 
 Basic english reading, writing and typing. 
 Very good and organizing data"
10 days ago,Quality Control Engineer,Original International For trailers -,,https://wuzzuf.net/jobs/p/4muBtUWlo7VU-Quality-Control-Engineer-Original-International-For-trailers-Cairo-Egypt,"Obour City, Cairo, Egypt ",Full Time,On-site,'1 - 2,"['Engineering', 'ISO', 'Control', 'quality', 'Quality Assurance', 'Quality testing', 'Testing', 'Quality Control', 'Engineering Field']","Monitor sheet metal/welding processes for efficiency, specs, welding standards, and safety. 
 Interpret blueprints/instructions for product and material quality. 
 Approve/reject raw materials (sheet metal, welding), track supplier quality. 
 Inspect sheet metal/welded samples using measurements and tests against specs. 
 Use automated systems for complex sheet metal/weld testing. 
 Record testing data and sheet metal/welding defect metrics. 
 Inspect welding/sheet metal fabrication equipment for safety and maintenance. 
 Inspect overall production procedures for efficiency and safety compliance. 
 Monitor equipment use for safety and maintenance, discard non-compliant items. 
 Prepare quality reports for the Manager, emphasizing sheet metal and welding.","Bachelor's degree in Quality, Engineering, or related field. 
 Proven experience as quality inspector or relevant role 
 A keen eye for detail and a results-driven approach 
 Responsible and trustworthy 
 Familiarity with quality testing machines and systems 
 Thorough knowledge of quality control standards and testing methodologies 
 Certification of quality control is a strong advantage (ISO 9000 etc.) 
 Working knowledge of MS Office"
10 days ago,AR Accountant (Customer Accounts),IFT Corporation -,,https://wuzzuf.net/jobs/p/hO2QfbdFrNDi-AR-Accountant-Customer-Accounts-IFT-Corporation-Cairo-Egypt,"Mokattam, Cairo, Egypt ",Full Time,On-site,'3 - 5,"['Accounting', 'Finance', 'Microsoft Office', 'AR', 'Accounts Receivable', 'SAP', 'English', 'Financial Analysis', 'Financial']","Receipt of exchange documents from the suppliers / sales team 
 Preparation and review of exchange documents (Request for disbursement 
 Request for refund of expenses 
 Settlement of the Covenant) 
 Making the eligibility requirements for exchange requests 
 Delivery of applications for exchange of documents collection center and follow-up exchange 
 Entry of salary restrictions 
 Preparation of installments car colleagues and proof of car premium restrictions 
 Proof of the following accounting restrictions 
 Closing of the supplier in the neighboring companies 
 Proof of purchases of products for resale in the purchasing journal according to the availability of all documents supporting the work of the purchase vid .. 
 Saving the assets of insurance receipts to third parties. 
 Save daily restrictions with attachments in their serial. 
 Save the documents for the stock 
 Save the purchase invoices accompanied by permission to add the store and the record of the examination and receipt. 
 Save an image of the store transfers after the conversion is converted on the system. 
 Daily entries on the collection journal (checks) 
 Enter daily restrictions on the collection journal (cash) 
 The process of collecting checks / bills according to the reports received from the management of funds, as well as reports from the main treasury and this report weekly or when inquiring about the position of a customer or check 
 Payment of checks collection and impact on customer accounts with the value of checks actually collected 
 Receipt, proof and impact of check notes on a check portfolio under collection 
 Follow-up checks and deposit with the company to follow up the position of collection 
 The main functions of the function of the customer accountant, except the sales discounts associated with the invoice and the quarterly discounts in the pharmaceutical sector only","Bachelor's degree in Accounting, Finance, or related field 
 3-5  years of experience in accounts receivable or general accounting 
 Good knowledge of accounting principles and financial regulations 
 Skilled in using MS Excel and accounting systems (e.g., Oracle, SAP, Ms Dynamics) 
 Strong attention to detail and accuracy in data entry and reconciliation 
 Ability to manage multiple tasks and meet deadlines 
 Good analytical and problem-solving skills 
 Strong communication skills for following up on payments 
 Ability to work independently and within a team 
 Proficient in English (written and spoken)"
10 days ago,Local Procurement Specialist,IFT Corporation -,,https://wuzzuf.net/jobs/p/bHHUNTT4bxLK-Local-Procurement-Specialist-IFT-Corporation-Cairo-Egypt,"Mokattam, Cairo, Egypt ",Full Time,On-site,'0 - 3,"['Procurement', 'Purchasing', 'Business Administration', 'Microsoft Office', 'Communication', 'Local purchasing', 'Logistics', 'Purchasing Strategies', 'Supply Chain']","Researching and identifying prospective suppliers in the Egyptian market. 
 Liaising with internal project teams and maintaining strong supplier relations. 
 Evaluating products and suppliers according to key business criteria. 
 Preparing proposals, requesting quotes, and negotiating purchase terms and conditions. 
 Preparing and issuing purchase orders and agreements. 
 Monitoring supplier performance and resolving issues and concerns. 
 Inspecting and evaluating the quality of purchased items and resolving shortcomings. 
 Preparing reports and maintaining accurate inventory and procurement records. 
 Complying with company policies, procedures, and regulatory standards.","Bachelor's degree in business administration, or a similar field preferred. 
 0 - 3  years of experience as a local purchasing specialist or in a similar role. 
 Good working knowledge of purchasing strategies. 
 Excellent communication, interpersonal, and negotiation skills. 
 Strong problem-solving skills. 
 Strong organizational skills."
10 days ago,Mechanical Technical Office Engineer,MIG - Masrya International Group for engineering & contracting S.A.E -,,https://wuzzuf.net/jobs/p/B4zWPUJLE0HA-Mechanical-Technical-Office-Engineer-MIG---Masrya-International-Group-for-engineering-contracting-S-A-E-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'1 - 4,"['Mechanical', 'Mechanical Engineering', 'AutoCAD', 'Revit', 'Engineering', 'Microsoft Office']","Carefully study the project documents (specifications - quantification - contract - drawings - timetable). 
 Prepare Shop drawing and as-built drawings, and ensure documentation and records are reviewed, approved by the consultant (Fire Fighting, HVAC, Plumbing). 
 Study and prepare requests for information. 
 Prepare technical and material submittals. 
 Manage quantity surveying and pricing. 
 Follow up shop drawing approval and material submittal approvals. 
 Negotiate with suppliers to reach the most appropriate prices. 
 Prepare the subcontractors’ and client’s invoices based on the progress report sent by the site engineer. 
 Prepare and follow up the Variation Orders. 
 Prepare a monthly procurement and financial plan to determine the site needs for the upcoming month.","Bachelor's degree in Mechanical Engineering 
 AutoCAD 
 Revit"
10 days ago,Social Media Specialist,ALQURASHI  -,,https://wuzzuf.net/jobs/p/p39iccWIS5tN-Social-Media-Specialist-ALQURASHI-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,On-site,'1 - 4,"['E-Marketing', 'Marketing', 'media', 'Content', 'Design', 'Communication skills', 'Communication', 'campaigns', 'Social Media']","We are seeking a creative and results-driven Social Media Specialist to join our team. The ideal candidate will be responsible for developing, implementing, and managing our social media strategy to enhance our online presence and promote our educational services effectively. 
 Key Responsibilities: 
  
 Develop and execute social media strategies aligned with business goals. 
 Create, schedule, and publish engaging and visually appealing content across all social media platforms (e.g., Facebook, Instagram, Twitter, LinkedIn). 
 Manage advertising campaigns on platforms such as Google, Facebook, and others. 
 Optimize website and content for search engines (SEO). 
 Manage and execute email-marketing campaigns. 
 Monitor, analyze, and report on the performance of social media campaigns using analytics tools.  Engage with our online community, responding to comments and messages promptly and professionally. 
 Stay updated with the latest social media trends and incorporate them into strategies. 
 Collaborate with the graphic design and content teams to produce high-quality content. 
 Develop and manage paid social media advertising campaigns to boost brand visibility.","Proven experience of 2-3 years in managing social media platforms and strategies.  
 Strong knowledge of social media platforms, tools, and analytics.  
 Excellent written and verbal communication skills in both Arabic and English. 
 Creativity and ability to generate new ideas for content and campaigns. 
 Familiarity with graphic design tools (e.g., Canva, Photoshop) is a plus.  
 Strong organizational skills and the ability to multitask."
10 days ago,Quality Control and Food Safety,Happy Joe's Pizza & Ice Cream - Middle East -,,https://wuzzuf.net/jobs/p/PXgGqxwvAkoX-Quality-Control-and-Food-Safety-Happy-Joes-Pizza-Ice-Cream---Middle-East-Giza-Egypt,"Sheikh Zayed, Giza, Egypt ",Full Time,On-site,'1 - 2,"['Food', 'food safety', 'Food Science', 'quality', 'Quality Assurance', 'Quality Control', 'Safety', 'Science', 'Call Center', 'Customer Care', 'HACCP', 'Hygiene']","Conducting periodic prescheduled and surprise/unannounced quality checks and audits related to all aspects of operation 
 Customer service 
 Food preparation 
 Food safety 
 Store cleanliness 
 Call center and food delivery 
 Catering 
 Managerial tasks and checklists 
 Presenting the results of such audits in reports 
 Training employees regarding food safety and other operational standards","Bachelor's Degree in a related field (preferably Food Science) 
 A minimum of 1-2 years’ experience in food safety and hygiene in a hospitality or similar large restaurant complex is preferable; a preferred prerequisite is experience in the hotel industry. 
 Must be familiar with HACCP, GMP’s, and food regulations. 
 Must be flexible with work hours and able to work weekends or holidays if required. 
 Must be able to perform basic computer tasks, including MS Office. 
 Documentation and write reports on food handling and food safety."
10 days ago,General Accountant,Confidential -,,https://wuzzuf.net/jobs/p/laPGKuU4smeD-General-Accountant-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'2 - 4,"['Accounting', 'Accounting Software', 'CMA', 'CPA', 'excel', 'Finance', 'Financial Analysis', 'Financial Management', 'GAAP', 'General Ledger', 'Software', 'MS']","Manage all accounting transactions 
 Prepare budget forecasts 
 Publish financial statements in time 
 Handle monthly, quarterly and annual closings 
 Reconcile accounts payable and receivable 
 Ensure timely bank payments 
 Compute taxes and prepare tax returns 
 Manage balance sheets and profit/loss statements 
 Report on the company’s financial health and liquidity 
 Audit financial transactions and documents 
 Reinforce financial data confidentiality and conduct database backups when necessary 
 Comply with financial policies and regulations","Work experience as an Accountant 
 Excellent knowledge of accounting regulations and procedures, including the Generally Accepted Accounting Principles (GAAP) 
 Hands-on experience with accounting software like FreshBooks and QuickBooks 
 Advanced MS Excel skills including Vlookups and pivot tables 
 Experience with general ledger functions 
 Strong attention to detail and good analytical skills 
 BSc in Accounting, Finance or relevant degree 
 Additional certification (CPA or CMA) is a plus"
10 days ago,Electrical Maintenance Engineer (CNC Machines),Promech Engineering -,,https://wuzzuf.net/jobs/p/b1wD43RlKQnK-Electrical-Maintenance-Engineer-CNC-Machines-Promech-Engineering-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,On-site,'3 - 7,"['Electrical Engineering', 'Electrical', 'Mechanical Engineering', 'Electrical Maintenance', 'CNC Machines', 'Maintenance Engineer', 'Engineering']","Installation of CNC Machines: 
 o Assist in the installation and commissioning of new CNC machines, ensuring all electrical 
 connections, wiring, and systems are correctly installed. 
 o Ensure that CNC machines meet all electrical and safety standards before operation. 
 • 
 Electrical Maintenance: 
 o Perform regular maintenance on CNC machines' electrical systems (e.g., motors, drives, 
 PLCs, control panels, power supplies). 
 o Troubleshoot and repair electrical faults in CNC machines and related equipment, such 
 as servo motors, PLCs, and control circuits. 
 o Inspect and replace damaged or worn-out electrical components like wiring, switches, 
 relays, and fuses. 
 • 
 Diagnostics and Troubleshooting: 
 o Use diagnostic tools (e.g., multimeters, oscilloscopes) to identify electrical issues in CNC 
 machines and resolve them in a timely manner. 
 o Work with CNC software to diagnose and correct electrical system errors that affect 
 machine performance. 
 • 
 Preventive and Predictive Maintenance: 
 o Carry out preventive maintenance (PM) on CNC machines according to the scheduled 
 plan to avoid unexpected downtime. 
 o Perform regular testing, calibration, and system checks to ensure machines are 
 operating at peak performance. 
 • 
 Documentation and Reporting 
 Keep detailed records of maintenance schedules, repairs, parts used, and machine 
 performance data. 
 o Generate reports on maintenance activities and machine downtime for management 
 review. 
 • 
 Collaboration and Support: 
 o Collaborate with the mechanical, operations, and programming teams to support 
 smooth machine operations. 
 o Provide technical support and guidance to production staff on the proper use and 
 handling of CNC machines.",
10 days ago,Structural Design Engineer,Cred Developments -,,https://wuzzuf.net/jobs/p/mbnQG8FxeyYv-Structural-Design-Engineer-Cred-Developments-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'4 - 6,"['AutoCAD', 'technical office engineer', 'Autodesk Revit', 'Shop Drawings', 'structural', 'Technical Office', 'Architecture', 'Asd', 'Communication', 'Computer Science', 'Design', 'Engineering', 'ETABS', 'Experience', 'Information Technology (IT)', 'Revit', 'Safe', 'SAP']","Design structures, such as buildings 
 Create structural models by using computer-aided design software 
 Measure loads and pressures caused by environmental or human influence 
 Follow construction safety guidelines 
 Choose appropriate materials based on structural specifications 
 Monitor on-site construction processes and supervise construction workers 
 Prepare and allocate budgets 
 Track and report on project progress 
 Collaborate with contractors and project managers","Hands-on experience with ASD, Revit, Etabs, Safe and SAP. 
 Good communication ability (both written and verbal)"
10 days ago,Security Guard,IFT Corporation -,,https://wuzzuf.net/jobs/p/leRgn53PfdHG-Security-Guard-IFT-Corporation-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'3 - 6,"['Administrative Affairs', 'adminstration', 'Security', 'Communication']","Monitor entrances and exits to control access to the premises. 
 Patrol buildings and outdoor areas to ensure safety and security. 
 Respond to alarms, emergencies, and suspicious activities. 
 Operate surveillance cameras and other security equipment. 
 Document incidents, daily activities, and safety violations. 
 Assist in enforcing company rules and supporting emergency procedures.","BSc, High school diploma or equivalent. 
 Previous experience in a security-related role is preferred. 
 Good observation, communication, and reporting skills. 
 Physically fit and able to stand or walk for extended periods."
10 days ago,Accountant,ALQURASHI  -,,https://wuzzuf.net/jobs/p/RZmdpahtdZmF-Accountant-ALQURASHI-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,On-site,'1 - 3,"['Accounting', 'analytical', 'Finance', 'Financial', 'Financial Analysis', 'Financial Management', 'Payroll', 'Payments']","Job Overview: 
 We are seeking a reliable and detail-oriented 
 Accountant 
 to join our growing team at 
 Faiera 
 , an educational platform that ensures fair pricing for tutors and parents. The Accountant will be responsible for managing payroll, tracking financial transactions, and ensuring smooth e-payment operations on our platform. This role plays a critical part in maintaining financial accuracy and trust across all parties. 
 Payroll Management: 
 Prepare and process monthly salaries for employees and tutors. 
 Ensure timely deductions (e.g., taxes, insurance) and compliance with labor regulations. 
 Maintain accurate payroll records. 
 E-Payment & Platform Transactions: 
 Manage incoming and outgoing transactions via our online platform. 
 Oversee the integration and reconciliation of payments through third-party gateways. 
 Address and resolve payment issues with tutors or parents. 
 Bookkeeping & Financial Reporting: 
 Record daily financial transactions and reconcile accounts. 
 Maintain and update general ledgers. 
 Prepare monthly, quarterly, and annual financial reports. 
 Budgeting & Cost Control: 
 Monitor expenses and help prepare budgets. 
 Support financial forecasting and cost analysis. 
 Compliance & Auditing: 
 Ensure all financial practices comply with Egyptian laws and international accounting standards. 
 Prepare documents and support external audits.",No list items found in the requirements section.
10 days ago,Sales Engineer,Elnkhely for Electrical Supplies -,,https://wuzzuf.net/jobs/p/dQrVPP1bqNzX-Sales-Engineer-Elnkhely-for-Electrical-Supplies-Cairo-Egypt,"Azbakia, Cairo, Egypt ",Full Time,On-site,'1 - 3,"['Electrical', 'Panels', 'Sales', 'Sales engineer', 'Engineering', 'Low Voltage', 'sales skills', 'Sales Target', 'TO', 'Ups', 'Power']","We are a leading manufacturer of electrical transformers and low voltage panels, and suppliers of stabilizers, UPS, inverters, power supplies, and batteries. 
 The Sales Engineer will be responsible for identifying new sales opportunities, handling client accounts, and achieving monthly targets. 
 Working hours: 10 AM to 8 PM (Friday off)   Social insurance provided. 
 Opportunities for promotion and annual raises.   Military status must be clear (for males).","Sales Engineer – Electrical 
 We are a leading manufacturer of electrical transformers and low voltage panels, and suppliers of stabilizers, UPS systems, inverters, power supplies, batteries, and more 
 Salary: Basic 7000 EGP + Commission from 3750 to 15000 EGP based on sales target 
 Working Hours: 10 AM to 8 PM – Friday off 
 Benefits: Social insurance 
 Experience: 1–3 years 
 Military Status: Must be clear (for males) 
 Location: Cairo – Full time 
 Career Level: Experienced (Non-Manager)"
10 days ago,Sales Representative,Confidential -,,https://wuzzuf.net/jobs/p/TRhYAFrSiHs2-Sales-Representative-Cairo-Egypt,"Maadi, Cairo, Egypt ",Full Time,On-site,'2 - 10,"['Communication', 'Marketing', 'Sales', 'sales skills', 'Sales Target', 'Training', 'Sales Management', 'Customer Service']","This is a full-time on-site role for a Sales and Marketing Specialist based in Al Jizah, Egypt. The Sales and Marketing Specialist will be responsible for handling communication with clients, providing excellent customer service, managing sales activities, and conducting training sessions for the sales team. The role involves developing and implementing sales strategies, preparing sales reports, and working closely with other departments to ensure the highest level of customer satisfaction.","Excellent Communication and Customer Service skills 
 Strong Sales expertise and Sales Management abilities 
 Experience in providing Training for sales teams 
 Proven ability to develop and implement sales strategies 
 Strong organizational and problem-solving skills 
 Ability to work independently and as part of a team 
 Bachelor's degree in Business, Marketing, or related field 
 Experience in the Electro-Mechanical industry is a plus"
10 days ago,Safety & Health Specialist,IFT Corporation -,,https://wuzzuf.net/jobs/p/ReV3pG1agla6-Safety-Health-Specialist-IFT-Corporation-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'1 - 3,"['Administration', 'OSHA', 'Health and Safety', 'Environmental', 'Environmental Health', 'Health & Safety', 'Health', 'HSE', 'Safety']","Responsible to ensure the safe working environment at the company facilities. 
 Develop, implement, and maintain health and safety policies, procedures, and programs. 
 Organizing and delivering safety training programs to ensure a safe environment for staff and visitors. 
 Identify potential hazards and recommend corrective actions. 
 Conduct  audits, investigations, and risk assessments across the administrative buildings, production areas and stores to ensure compliance with safety regulations. 
 Responsible to monitor and Inspect safety equipment (maintenance and operations) and plans for its development. 
 Update and maintain records of safety inspections, training, and incident reports. 
 Liaise with local authorities regarding occupational health and safety issues. 
 Performs other related duties as assigned.","Bachelor's degree in related field (preferred: Health and Safety, Environmental Health). 
 Health and safety certification is required. 
 Extensive knowledge of Occupational Safety and Health Administration (OSHA) standards. 
 1 – 3 years of related experience preferred."
10 days ago,Medical & life insurance sales manager,ElTarek Group -,,https://wuzzuf.net/jobs/p/rIHrEYmKtDaQ-Medical-life-insurance-sales-manager-ElTarek-Group-Cairo-Egypt,"Cairo, Egypt ",Full Time,On-site,'10 - 10,"['Communication', 'Insurance', 'CRM', 'Insurance Sales', 'Leadership', 'life insurance', 'Medical', 'Sales', 'sales skills', 'Sales Target', 'Skills']","• Lead and manage the Medical & Life Insurance sales team 
 • Develop and implement effective sales strategies and action plans 
 • Identify and acquire new individual and corporate clients 
 • Build and maintain strong relationships with clients and insurance partners 
 • Provide training and guidance to sales team members 
 • Monitor market trends and competitor activity 
 • Meet and exceed monthly and annual sales targets 
 • Ensure all sales activities comply with regulations and policies.",No list items found in the requirements section.
10 days ago,B2B Sales & Contracting Executive,النورس للتجاره -,,https://wuzzuf.net/jobs/p/tAxdMZJ6kkha-B2B-Sales-Contracting-Executive-ElNoras-Company---النورس-للتجاره-Cairo-Egypt,"New Nozha, Cairo, Egypt ",Full Time,On-site,'4 - 8,"['B2B Sales', 'Communication', 'sales skills']","We are looking for an experienced and dynamic 
 B2B Sales & Contracting Executive 
 to develop and expand our corporate client base. This role involves 
 identifying business opportunities, negotiating contracts, and managing key accounts 
 to drive long-term business growth. The ideal candidate should have a strong understanding of 
 B2B sales strategies, relationship management, and contract negotiations","Identify and approachpotential B2B clients and strategic partnersto grow business opportunities. 
 Develop and maintainlong-term relationshipswith corporate clients, vendors, and key stakeholders. 
 Negotiate and finalizecontracts, pricing agreements, and business termsto maximize profitability. 
 Design and implementstrategic sales plansto meet revenue and growth objectives. 
 Conductmarket research and competitive analysisto identify new business opportunities. 
 Manage and optimize theB2B sales pipeline, from lead generation to contract execution. 
 Collaborate withinternal teams, including marketing, operations, and finance, to ensure seamless contract fulfillment. 
 Represent the company atindustry events, trade shows, and networking opportunities. 
 Monitor and report onsales performance, market trends, and client feedback. 
 Ensure compliance withcontractual obligations and service delivery standards. 
 5+ years of experienceinB2B sales, business development, or contracting. 
 Strong expertise incontract negotiation, key account management, and deal structuring. 
 Excellent communication,relationship-building, and problem-solving skills. 
 Proficiency inCRM software and sales tracking tools. 
 Stronganalytical skillsto evaluate market trends, customer needs, and sales performance."
10 days ago,Senior IT Infrastructure Engineer,Confidential -,,https://wuzzuf.net/jobs/p/bndMR4wAU5Tl-Senior-IT-Infrastructure-Engineer-Cairo-Egypt,"Mokattam, Cairo, Egypt ",Full Time,On-site,'3 - 7,"['Computer Science', 'Infrastructure', 'IT', 'CCNA']","Strategic Planning: 
 Design and scale IT infrastructure to support long-term business growth. 
 Cybersecurity: 
 Implement and maintain high-level security solutions including firewalls, SIEM, and IAM tools. 
 Cloud & Hybrid Infrastructure: 
 Lead cloud migration initiatives and manage hybrid environments. 
 Disaster Recovery: 
 Develop, implement, and test disaster recovery and business continuity strategies. 
 Automation & Scripting: 
 Enhance operational efficiency using PowerShell, Python, or Ansible. 
 Budget & Procurement: 
 Recommend IT investments, manage procurement of hardware, software, and cloud services. 
 Vendor & Stakeholder Management: 
 Negotiate contracts and manage relationships with key IT vendors and internal stakeholders.",No list items found in the requirements section.
10 days ago,Sales Teamleader,METLIFE EGYPT -,,https://wuzzuf.net/jobs/p/eNkvDkjAuSzk-Sales-Teamleader-METLIFE-EGYPT-Cairo-Egypt,"Nasr City, Cairo, Egypt ",Full Time,On-site,'Not specified,"['sales skills', 'Sales', 'Sales Target', 'life insurance', 'Insurance Sales', 'Medical Insurance', 'Real Estate', 'Management']","Conduct skills gap analyses to identify areas of improvement 
 Design training curricula within time and budget constraints 
 Produce physical and digital educational material (e.g. videos and case studies) 
 Onboard new salespeople 
 Coordinate individual and team performance review sessions to discuss strengths and weaknesses 
 Monitor sales objectives and results 
 Collect feedback from trainees and managers about training courses 
 Report on impact of training programs (e.g. sales achieved) 
 Liaise with external trainers or industry professionals and organize seminars 
 Maintain updated records of training material, curricula and costs","Bachelor's degree 
 Sales experience is a plus 
 Team Management"
10 days ago,Senior Graphic Designer,Grubtech  -,,https://wuzzuf.net/jobs/p/qauWWTUZc7Yd-Senior-Graphic-Designer-Grubtech-Cairo-Egypt,"Cairo, Egypt ",Full Time,Hybrid,'5 - 8,"['Adobe illustrator', 'Adobe Photoshop', 'Design', 'Graphic Design', 'HTML', 'Marketing', 'media', 'photoshop', 'Social Media', 'Web Design', 'Creative', 'CSS', 'Motion Graphics']","Grubtech 
 is a unified commerce engine that empowers F&B and quick commerce enterprises through a robust integration platform and essential tools for managing omnichannel operations at scale. We proudly partner with leading F&B and Grocery brands in 18 diverse markets. Headquartered in the UAE, with offices in Egypt, Sri Lanka, and Turkey, we are rapidly expanding into multiple markets as part of our future growth strategy. 
 The Team 
 We're a dynamic team of engineers, data scientists, and industry leaders. We bring a fresh perspective - but at the same time, we're drawing on 100+ years of combined expertise spanning everything from data science and food technology to logistics and eCommerce platform development. We would love for you to be a part of the team the is transforming an entire industry. 
 Job Overview: 
 We are seeking a highly skilled Multi-Media Content Creator to produce engaging and high-quality content across various platforms. The ideal candidate will be a creative thinker with strong technical skills in video production, graphic design, photography, and digital media. You will be responsible for creating content that resonates with our target audience and enhances our brand’s online presence. 
 Key Responsibilities: 
 Develop, produce, and edit multimedia content including videos, graphics, photos, and animations for various platforms (website, social media, email campaigns, etc.). 
 Collaborate with the marketing and communications teams to create compelling content that aligns with our brand strategy and marketing goals. 
 Plan and execute creative content campaigns, ensuring timely delivery and consistency across all media. 
 Utilize graphic design software and video editing tools to create visually appealing and engaging content. 
 Stay updated with the latest trends and best practices in multimedia content creation and digital marketing. 
 Manage and organize multimedia content assets, ensuring easy access and retrieval for the team. 
 Conduct photo and video shoots as needed, including setting up lighting, audio, and camera equipment. 
 Optimize content for various platforms, ensuring high quality and fast load times.","Bachelor’s degree in Multimedia, Graphic Design, Communications, Marketing, or a related field. 
 Proven experience as a Multi-Media Content Creator or similar role. 
 Proficiency in graphic design software (Adobe Creative Suite: Photoshop, Illustrator, InDesign). 
 Expertise in video production and editing software (Adobe Premiere Pro, Final Cut Pro, After Effects). 
 Strong photography and photo editing skills. 
 Excellent creative and artistic skills with a keen eye for detail. 
 Ability to work independently and collaboratively in a fast-paced environment. 
 Strong project management and organizational skills. 
 Excellent communication and storytelling abilities. 
 Knowledge of social media platforms and best practices for content creation. 
 Experience with motion graphics and animation. 
 Familiarity with HTML/CSS and basic web design principles. 
 Understanding of SEO and content optimization techniques."
